"","city","city_ascii","province_id","province_name","lat","lng","population","density","overall_csi_index","overall_csi_rank","violent_csi_index","violent_csi_rank","nonviolent_csi_index","nonviolent_csi_rank"
"1468","Hérouxville","Herouxville","QC","Quebec",46.6667,-72.6167,1340,25.3,NA,NA,NA,NA,NA,NA
"1469","Pointe-des-Cascades","Pointe-des-Cascades","QC","Quebec",45.3333,-73.9667,1340,502.2,NA,NA,NA,NA,NA,NA
"1470","Weldford","Weldford","NB","New Brunswick",46.5221,-65.1114,1338,2.2,NA,NA,NA,NA,NA,NA
"1471","Reynolds","Reynolds","MB","Manitoba",49.7678,-95.8842,1338,0.4,NA,NA,NA,NA,NA,NA
"1472","St. Laurent","St. Laurent","MB","Manitoba",50.43,-97.7933,1338,2.9,NA,NA,NA,NA,NA,NA
"1473","Lions Bay","Lions Bay","BC","British Columbia",49.4581,-123.2369,1334,526.5,NA,NA,NA,NA,NA,NA
"1474","L'Isle-aux-Allumettes","L'Isle-aux-Allumettes","QC","Quebec",45.8667,-77.0667,1334,7.2,NA,NA,NA,NA,NA,NA
"1475","Emo","Emo","ON","Ontario",48.6333,-93.8333,1333,6.6,NA,NA,NA,NA,NA,NA
"1476","Sainte-Brigide-d'Iberville","Sainte-Brigide-d'Iberville","QC","Quebec",45.3167,-73.0667,1331,18.7,NA,NA,NA,NA,NA,NA
"1477","Les Éboulements","Les Eboulements","QC","Quebec",47.4833,-70.3167,1331,8.5,NA,NA,NA,NA,NA,NA
"1478","Dunsmuir","Dunsmuir","BC","British Columbia",49.3696,-124.5772,1330,62.3,NA,NA,NA,NA,NA,NA
"1479","Pointe-aux-Outardes","Pointe-aux-Outardes","QC","Quebec",49.05,-68.4333,1330,17.8,NA,NA,NA,NA,NA,NA
"1480","Smooth Rock Falls","Smooth Rock Falls","ON","Ontario",49.2833,-81.6333,1330,6.6,NA,NA,NA,NA,NA,NA
"1481","Oxbow","Oxbow","SK","Saskatchewan",49.2333,-102.1667,1328,412.6,NA,NA,NA,NA,NA,NA
"1482","Telkwa","Telkwa","BC","British Columbia",54.6972,-127.05,1327,191.9,NA,NA,NA,NA,NA,NA
"1483","Gjoa Haven","Gjoa Haven","NU","Nunavut",68.6448,-95.8912,1324,46.5,NA,NA,NA,NA,NA,NA
"1484","Sainte-Barbe","Sainte-Barbe","QC","Quebec",45.1667,-74.2,1324,33,NA,NA,NA,NA,NA,NA
"1485","Mayerthorpe","Mayerthorpe","AB","Alberta",53.9503,-115.1336,1320,302.2,NA,NA,NA,NA,NA,NA
"1486","Saint-Louis-du-Ha! Ha!","Saint-Louis-du-Ha! Ha!","QC","Quebec",47.67,-68.98,1318,11.7,NA,NA,NA,NA,NA,NA
"1487","Powerview-Pine Falls","Powerview-Pine Falls","MB","Manitoba",50.5661,-96.1981,1316,262,NA,NA,NA,NA,NA,NA
"1488","Baie Verte","Baie Verte","NL","Newfoundland and Labrador",49.9167,-56.1833,1313,3.5,NA,NA,NA,NA,NA,NA
"1489","Saint-Édouard","Saint-Edouard","QC","Quebec",45.2333,-73.5167,1312,24.8,NA,NA,NA,NA,NA,NA
"1490","Charlo","Charlo","NB","New Brunswick",48,-66.32,1310,41.9,NA,NA,NA,NA,NA,NA
"1491","Hillsborough","Hillsborough","NB","New Brunswick",45.9052,-64.7652,1308,4.3,NA,NA,NA,NA,NA,NA
"1492","Bruederheim","Bruederheim","AB","Alberta",53.8042,-112.9278,1308,183.8,NA,NA,NA,NA,NA,NA
"1493","Burgeo","Burgeo","NL","Newfoundland and Labrador",47.6,-57.6333,1307,41.7,NA,NA,NA,NA,NA,NA
"1494","Wadena","Wadena","SK","Saskatchewan",51.9458,-103.8014,1306,449.5,NA,NA,NA,NA,NA,NA
"1495","Richmond","Richmond","NB","New Brunswick",46.0776,-67.7248,1303,5,108.41,52,55.4,200,127.22,31
"1496","Swan Hills","Swan Hills","AB","Alberta",54.7106,-115.4133,1301,49.8,NA,NA,NA,NA,NA,NA
"1497","Wilkie","Wilkie","SK","Saskatchewan",52.4167,-108.7,1301,137.3,NA,NA,NA,NA,NA,NA
"1498","Saint-Léonard","Saint-Leonard","NB","New Brunswick",47.1625,-67.925,1300,249.2,NA,NA,NA,NA,NA,NA
"1499","Rivière-Bleue","Riviere-Bleue","QC","Quebec",47.4333,-69.05,1299,7.5,NA,NA,NA,NA,NA,NA
"1500","Noyan","Noyan","QC","Quebec",45.0667,-73.3,1297,29,NA,NA,NA,NA,NA,NA
"1501","Ile-à-la-Crosse","Ile-a-la-Crosse","SK","Saskatchewan",55.45,-107.8833,1296,54.4,NA,NA,NA,NA,NA,NA
"1502","Landmark","Landmark","MB","Manitoba",49.6711,-96.8179,1292,433.4,NA,NA,NA,NA,NA,NA
"1503","Saint-Hugues","Saint-Hugues","QC","Quebec",45.8,-72.8667,1292,15.4,NA,NA,NA,NA,NA,NA
"1504","Chisholm","Chisholm","ON","Ontario",46.1,-79.2333,1291,6.2,NA,NA,NA,NA,NA,NA
"1505","Sainte-Anne-du-Sault","Sainte-Anne-du-Sault","QC","Quebec",46.1733,-72.1415,1290,21.6,NA,NA,NA,NA,NA,NA
"1506","La Conception","La Conception","QC","Quebec",46.15,-74.7,1287,9.9,NA,NA,NA,NA,NA,NA
"1507","Saint-Valère","Saint-Valere","QC","Quebec",46.0667,-72.1,1286,11.9,NA,NA,NA,NA,NA,NA
"1508","Sorrento","Sorrento","BC","British Columbia",50.8832,-119.4782,1285,108.3,NA,NA,NA,NA,NA,NA
"1509","Lamèque","Lameque","NB","New Brunswick",47.7925,-64.6532,1285,102.8,NA,NA,NA,NA,NA,NA
"1510","Thessalon","Thessalon","ON","Ontario",46.25,-83.55,1279,284.6,NA,NA,NA,NA,NA,NA
"1511","L'Isle-aux-Coudres","L'Isle-aux-Coudres","QC","Quebec",47.4,-70.3833,1279,42.5,NA,NA,NA,NA,NA,NA
"1512","Nobleford","Nobleford","AB","Alberta",49.8822,-113.0531,1278,802.6,NA,NA,NA,NA,NA,NA
"1513","Larouche","Larouche","QC","Quebec",48.45,-71.5167,1277,15.1,NA,NA,NA,NA,NA,NA
"1514","South Qu'Appelle No. 157","South Qu'Appelle No. 157","SK","Saskatchewan",50.5389,-104.0141,1275,1.4,NA,NA,NA,NA,NA,NA
"1515","Elton","Elton","MB","Manitoba",49.975,-99.8658,1273,2.2,NA,NA,NA,NA,NA,NA
"1516","Lorrainville","Lorrainville","QC","Quebec",47.3613,-79.3382,1272,14.5,NA,NA,NA,NA,NA,NA
"1517","Conestogo","Conestogo","ON","Ontario",43.5441,-80.4997,1270,595.5,NA,NA,NA,NA,NA,NA
"1518","Upham","Upham","NB","New Brunswick",45.5083,-65.6618,1269,6.7,NA,NA,NA,NA,NA,NA
"1519","St.-Charles","St.-Charles","ON","Ontario",46.3422,-80.4497,1269,3.9,NA,NA,NA,NA,NA,NA
"1520","Sainte-Lucie-des-Laurentides","Sainte-Lucie-des-Laurentides","QC","Quebec",46.13,-74.18,1269,11.1,NA,NA,NA,NA,NA,NA
"1521","Saint-Alexis","Saint-Alexis","QC","Quebec",45.9333,-73.6167,1267,29.2,NA,NA,NA,NA,NA,NA
"1522","Gillam","Gillam","MB","Manitoba",56.3472,-94.7078,1265,0.6,NA,NA,NA,NA,NA,NA
"1523","Roxton Falls","Roxton Falls","QC","Quebec",45.5667,-72.5167,1265,259.1,NA,NA,NA,NA,NA,NA
"1524","Montcalm","Montcalm","MB","Manitoba",49.1775,-97.3247,1260,2.7,42.18,233,59.22,182,35.95,250
"1525","Clarendon","Clarendon","QC","Quebec",45.65,-76.5167,1256,3.8,NA,NA,NA,NA,NA,NA
"1526","Mervin No. 499","Mervin No. 499","SK","Saskatchewan",53.5455,-108.8762,1256,0.8,NA,NA,NA,NA,NA,NA
"1527","Saint-Ludger","Saint-Ludger","QC","Quebec",45.75,-70.7,1255,9.8,NA,NA,NA,NA,NA,NA
"1528","Coldwell","Coldwell","MB","Manitoba",50.6389,-98.0417,1254,1.4,NA,NA,NA,NA,NA,NA
"1529","Saint-Arsène","Saint-Arsene","QC","Quebec",47.9167,-69.4333,1253,17.7,NA,NA,NA,NA,NA,NA
"1530","Racine","Racine","QC","Quebec",45.5,-72.25,1252,11.8,NA,NA,NA,NA,NA,NA
"1531","Saint-Majorique-de-Grantham","Saint-Majorique-de-Grantham","QC","Quebec",45.9333,-72.5833,1251,21.6,NA,NA,NA,NA,NA,NA
"1532","Saint-Zénon","Saint-Zenon","QC","Quebec",46.55,-73.8167,1250,2.7,NA,NA,NA,NA,NA,NA
"1533","Saint-Armand","Saint-Armand","QC","Quebec",45.0333,-73.05,1248,15.1,NA,NA,NA,NA,NA,NA
"1534","Saint-Édouard-de-Lotbinière","Saint-Edouard-de-Lotbiniere","QC","Quebec",46.5667,-71.8333,1248,12.7,NA,NA,NA,NA,NA,NA
"1535","Alonsa","Alonsa","MB","Manitoba",50.9794,-99.0796,1247,0.4,NA,NA,NA,NA,NA,NA
"1536","Listuguj","Listuguj","QC","Quebec",48.0609,-66.7491,1241,28,NA,NA,NA,NA,NA,NA
"1537","Bowden","Bowden","AB","Alberta",51.9306,-114.0256,1240,442.8,NA,NA,NA,NA,NA,NA
"1538","St. Joseph","St. Joseph","ON","Ontario",46.2667,-84,1240,9.3,NA,NA,NA,NA,NA,NA
"1539","Osler","Osler","SK","Saskatchewan",52.37,-106.54,1237,796.5,NA,NA,NA,NA,NA,NA
"1540","Saint-Hubert-de-Rivière-du-Loup","Saint-Hubert-de-Riviere-du-Loup","QC","Quebec",47.8167,-69.15,1235,6.4,NA,NA,NA,NA,NA,NA
"1541","Saint-Jude","Saint-Jude","QC","Quebec",45.7667,-72.9833,1235,16,NA,NA,NA,NA,NA,NA
"1542","Dildo","Dildo","NL","Newfoundland and Labrador",47.5685,-53.5471,1234,152,NA,NA,NA,NA,NA,NA
"1543","La Minerve","La Minerve","QC","Quebec",46.25,-74.9333,1234,4.4,NA,NA,NA,NA,NA,NA
"1544","Lanigan","Lanigan","SK","Saskatchewan",51.85,-105.0333,1233,165.2,NA,NA,NA,NA,NA,NA
"1545","Lajord No. 128","Lajord No. 128","SK","Saskatchewan",50.1965,-104.2507,1232,1.3,NA,NA,NA,NA,NA,NA
"1546","Moonbeam","Moonbeam","ON","Ontario",49.35,-82.15,1231,5.2,NA,NA,NA,NA,NA,NA
"1547","Notre-Dame-des-Pins","Notre-Dame-des-Pins","QC","Quebec",46.1833,-70.7167,1227,51.2,NA,NA,NA,NA,NA,NA
"1548","Saint-Alban","Saint-Alban","QC","Quebec",46.7167,-72.0833,1225,8.2,NA,NA,NA,NA,NA,NA
"1549","Saint-Pierre-les-Becquets","Saint-Pierre-les-Becquets","QC","Quebec",46.5,-72.2,1223,25.6,NA,NA,NA,NA,NA,NA
"1550","Arborg","Arborg","MB","Manitoba",50.9075,-97.2182,1222,611,NA,NA,NA,NA,NA,NA
"1551","Vauxhall","Vauxhall","AB","Alberta",50.0689,-112.0975,1222,449.4,NA,NA,NA,NA,NA,NA
"1552","Bayfield","Bayfield","ON","Ontario",43.5615,-81.6983,1218,439.9,NA,NA,NA,NA,NA,NA
"1553","Beaver River","Beaver River","SK","Saskatchewan",54.3531,-109.5575,1216,0.5,NA,NA,NA,NA,NA,NA
"1554","Irricana","Irricana","AB","Alberta",51.3189,-113.6106,1216,376.1,NA,NA,NA,NA,NA,NA
"1555","Labrecque","Labrecque","QC","Quebec",48.6667,-71.5333,1215,7.9,NA,NA,NA,NA,NA,NA
"1556","New Bandon","New Bandon","NB","New Brunswick",47.6912,-65.29,1214,3.4,NA,NA,NA,NA,NA,NA
"1557","Wemotaci","Wemotaci","QC","Quebec",47.9219,-73.7872,1213,38.5,NA,NA,NA,NA,NA,NA
"1558","Sainte-Hénédine","Sainte-Henedine","QC","Quebec",46.55,-70.9833,1212,23.6,NA,NA,NA,NA,NA,NA
"1559","L'Anse-Saint-Jean","L'Anse-Saint-Jean","QC","Quebec",48.2333,-70.2,1208,2.4,NA,NA,NA,NA,NA,NA
"1560","Bassano","Bassano","AB","Alberta",50.7833,-112.4667,1206,231.2,NA,NA,NA,NA,NA,NA
"1561","Parrsboro","Parrsboro","NS","Nova Scotia",45.3998,-64.3312,1205,81.4,NA,NA,NA,NA,NA,NA
"1562","Kaleden","Kaleden","BC","British Columbia",49.3926,-119.5955,1203,278.7,NA,NA,NA,NA,NA,NA
"1563","St. George's","St. George's","NL","Newfoundland and Labrador",48.4275,-58.4778,1203,46.6,NA,NA,NA,NA,NA,NA
"1564","Fort Simpson","Fort Simpson","NT","Northwest Territories",61.8082,-121.3199,1202,15.3,NA,NA,NA,NA,NA,NA
"1565","Akwesasne","Akwesasne","QC","Quebec",45.0155,-74.5769,1202,48.4,NA,NA,NA,NA,NA,NA
"1566","L’Avenir","L'Avenir","QC","Quebec",45.7667,-72.3,1202,12.4,NA,NA,NA,NA,NA,NA
"1567","Ignace","Ignace","ON","Ontario",49.4167,-91.6667,1202,16.5,NA,NA,NA,NA,NA,NA
"1568","Claremont","Claremont","ON","Ontario",43.9741,-79.1316,1202,567.5,NA,NA,NA,NA,NA,NA
"1569","Teulon","Teulon","MB","Manitoba",50.3858,-97.2611,1201,372.3,NA,NA,NA,NA,NA,NA
"1570","Peel","Peel","NB","New Brunswick",46.4058,-67.5278,1196,10.6,NA,NA,NA,NA,NA,NA
"1571","Musquash","Musquash","NB","New Brunswick",45.1836,-66.3514,1194,5.1,NA,NA,NA,NA,NA,NA
"1572","Notre-Dame-du-Portage","Notre-Dame-du-Portage","QC","Quebec",47.7667,-69.6167,1193,29.9,NA,NA,NA,NA,NA,NA
"1573","St. Lawrence","St. Lawrence","NL","Newfoundland and Labrador",46.9244,-55.3928,1192,33.6,NA,NA,NA,NA,NA,NA
"1574","Oxford","Oxford","NS","Nova Scotia",45.7306,-63.8733,1190,110.6,NA,NA,NA,NA,NA,NA
"1575","Minto-Odanah","Minto-Odanah","MB","Manitoba",50.2406,-99.8056,1189,1.6,NA,NA,NA,NA,NA,NA
"1576","St. Alban's","St. Alban's","NL","Newfoundland and Labrador",47.8753,-55.8414,1186,56.9,NA,NA,NA,NA,NA,NA
"1577","Saint James","Saint James","NB","New Brunswick",45.3822,-67.3427,1186,2.1,NA,NA,NA,NA,NA,NA
"1578","Saint-Norbert-d'Arthabaska","Saint-Norbert-d'Arthabaska","QC","Quebec",46.1,-71.8167,1185,11.4,NA,NA,NA,NA,NA,NA
"1579","Manning","Manning","AB","Alberta",56.9142,-117.6272,1183,291.9,NA,NA,NA,NA,NA,NA
"1580","Glenella-Lansdowne","Glenella-Lansdowne","MB","Manitoba",50.4163,-99.2097,1181,0.9,NA,NA,NA,NA,NA,NA
"1581","Saint-Hilarion","Saint-Hilarion","QC","Quebec",47.5667,-70.4,1181,11.9,NA,NA,NA,NA,NA,NA
"1582","Saint-Siméon","Saint-Simeon","QC","Quebec",48.0667,-65.5667,1179,20.9,NA,NA,NA,NA,NA,NA
"1583","Saint-Barnabé","Saint-Barnabe","QC","Quebec",46.4,-72.8833,1179,20,NA,NA,NA,NA,NA,NA
"1584","Sainte-Félicité","Sainte-Felicite","QC","Quebec",48.9,-67.3333,1175,12.9,NA,NA,NA,NA,NA,NA
"1585","Two Borders","Two Borders","MB","Manitoba",49.2668,-101.1124,1175,0.5,NA,NA,NA,NA,NA,NA
"1586","Queensbury","Queensbury","NB","New Brunswick",45.9918,-67.0632,1174,3.9,NA,NA,NA,NA,NA,NA
"1587","Bury","Bury","QC","Quebec",45.4667,-71.5,1174,4.9,NA,NA,NA,NA,NA,NA
"1588","Lac-Bouchette","Lac-Bouchette","QC","Quebec",48.25,-72.18,1174,1.3,NA,NA,NA,NA,NA,NA
"1589","Saint-Lazare-de-Bellechasse","Saint-Lazare-de-Bellechasse","QC","Quebec",46.65,-70.8,1172,13.6,NA,NA,NA,NA,NA,NA
"1590","Saint-Michel-du-Squatec","Saint-Michel-du-Squatec","QC","Quebec",47.88,-68.72,1171,3.2,NA,NA,NA,NA,NA,NA
"1591","Saint-Joachim-de-Shefford","Saint-Joachim-de-Shefford","QC","Quebec",45.45,-72.5333,1171,9.2,NA,NA,NA,NA,NA,NA
"1592","St-Pierre-Jolys","St-Pierre-Jolys","MB","Manitoba",49.4403,-96.9844,1170,440.5,NA,NA,NA,NA,NA,NA
"1593","Grand-Remous","Grand-Remous","QC","Quebec",46.6167,-75.9,1168,3.3,NA,NA,NA,NA,NA,NA
"1594","Saint-Gabriel-de-Rimouski","Saint-Gabriel-de-Rimouski","QC","Quebec",48.4209,-68.1791,1167,9.2,NA,NA,NA,NA,NA,NA
"1595","Armstrong","Armstrong","ON","Ontario",47.7083,-79.825,1166,12.9,NA,NA,NA,NA,NA,NA
"1596","Rogersville","Rogersville","NB","New Brunswick",46.7167,-65.4167,1166,161.9,NA,NA,NA,NA,NA,NA
"1597","Langenburg","Langenburg","SK","Saskatchewan",50.8333,-101.7,1165,337.1,NA,NA,NA,NA,NA,NA
"1598","Sainte-Marie-Salomé","Sainte-Marie-Salome","QC","Quebec",45.9333,-73.5,1164,34.5,NA,NA,NA,NA,NA,NA
"1599","Moose Jaw No. 161","Moose Jaw No. 161","SK","Saskatchewan",50.4433,-105.5091,1163,1.5,NA,NA,NA,NA,NA,NA
"1600","Saint-Cyprien","Saint-Cyprien","QC","Quebec",47.9,-69.0167,1163,8.4,NA,NA,NA,NA,NA,NA
"1601","Maidstone","Maidstone","SK","Saskatchewan",53.092,-109.294,1156,233.5,NA,NA,NA,NA,NA,NA
"1602","Très-Saint-Sacrement","Tres-Saint-Sacrement","QC","Quebec",45.1833,-73.85,1155,11.7,NA,NA,NA,NA,NA,NA
"1603","Battle River No. 438","Battle River No. 438","SK","Saskatchewan",52.7343,-108.4452,1154,1.1,NA,NA,NA,NA,NA,NA
"1604","Miltonvale Park","Miltonvale Park","PE","Prince Edward Island",46.318,-63.237,1153,32.4,NA,NA,NA,NA,NA,NA
"1605","McAdam","McAdam","NB","New Brunswick",45.5944,-67.3258,1151,80.6,NA,NA,NA,NA,NA,NA
"1606","Saints-Anges","Saints-Anges","QC","Quebec",46.4167,-70.8833,1149,16.6,NA,NA,NA,NA,NA,NA
"1607","Saint-Urbain-Premier","Saint-Urbain-Premier","QC","Quebec",45.22,-73.73,1148,21.6,NA,NA,NA,NA,NA,NA
"1608","Centreville-Wareham-Trinity","Centreville-Wareham-Trinity","NL","Newfoundland and Labrador",48.9879,-53.9069,1147,30.8,NA,NA,NA,NA,NA,NA
"1609","Alberton","Alberton","PE","Prince Edward Island",46.8167,-64.0667,1145,253.5,NA,NA,NA,NA,NA,NA
"1610","Winnipeg Beach","Winnipeg Beach","MB","Manitoba",50.5058,-96.9742,1145,295.9,NA,NA,NA,NA,NA,NA
"1611","Sainte-Agathe-de-Lotbinière","Sainte-Agathe-de-Lotbiniere","QC","Quebec",46.3833,-71.4167,1145,6.9,NA,NA,NA,NA,NA,NA
"1612","Salmo","Salmo","BC","British Columbia",49.1942,-117.2778,1141,466.2,NA,NA,NA,NA,NA,NA
"1613","Kipling","Kipling","SK","Saskatchewan",50.1015,-102.6324,1140,396.5,NA,NA,NA,NA,NA,NA
"1614","Sagamok","Sagamok","ON","Ontario",46.1529,-82.2072,1140,11.6,NA,NA,NA,NA,NA,NA
"1615","Trécesson","Trecesson","QC","Quebec",48.65,-78.3167,1138,5.8,NA,NA,NA,NA,NA,NA
"1616","Tara","Tara","ON","Ontario",44.4793,-81.1445,1138,470.3,NA,NA,NA,NA,NA,NA
"1617","Grande-Vallée","Grande-Vallee","QC","Quebec",49.2167,-65.1333,1137,7.9,NA,NA,NA,NA,NA,NA
"1618","Bertrand","Bertrand","NB","New Brunswick",47.7622,-65.0686,1137,24.5,NA,NA,NA,NA,NA,NA
"1619","Newcastle","Newcastle","NB","New Brunswick",47.1725,-65.5551,1136,2,NA,NA,NA,NA,NA,NA
"1620","Mont-Carmel","Mont-Carmel","QC","Quebec",47.4397,-69.8586,1136,2.7,NA,NA,NA,NA,NA,NA
"1621","Saint Martins","Saint Martins","NB","New Brunswick",45.4563,-65.4395,1132,1.8,NA,NA,NA,NA,NA,NA
"1622","Saint-Eugène","Saint-Eugene","QC","Quebec",45.8,-72.7,1131,14.9,NA,NA,NA,NA,NA,NA
"1623","Notre-Dame-des-Neiges","Notre-Dame-des-Neiges","QC","Quebec",48.1167,-69.1667,1129,12,NA,NA,NA,NA,NA,NA
"1624","Saint-André","Saint-Andre","NB","New Brunswick",47.1392,-67.7444,1129,8.8,NA,NA,NA,NA,NA,NA
"1625","Centreville","Centreville","NS","Nova Scotia",45.13,-64.5224,1129,477.5,NA,NA,NA,NA,NA,NA
"1626","Roland","Roland","MB","Manitoba",49.3547,-97.8997,1129,2.3,NA,NA,NA,NA,NA,NA
"1627","Saint-Léon-de-Standon","Saint-Leon-de-Standon","QC","Quebec",46.4833,-70.6167,1128,8.2,NA,NA,NA,NA,NA,NA
"1628","Saint-Modeste","Saint-Modeste","QC","Quebec",47.8333,-69.4,1128,10.3,NA,NA,NA,NA,NA,NA
"1629","Carnduff","Carnduff","SK","Saskatchewan",49.167,-101.783,1126,498.2,NA,NA,NA,NA,NA,NA
"1630","Carling","Carling","ON","Ontario",45.4333,-80.2167,1125,4.5,NA,NA,NA,NA,NA,NA
"1631","Eckville","Eckville","AB","Alberta",52.3622,-114.3614,1125,703.3,NA,NA,NA,NA,NA,NA
"1632","Nain","Nain","NL","Newfoundland and Labrador",56.5422,-61.6928,1125,11.9,NA,NA,NA,NA,NA,NA
"1633","Hillsburgh","Hillsburgh","ON","Ontario",43.7914,-80.1354,1124,384.9,NA,NA,NA,NA,NA,NA
"1634","Foam Lake","Foam Lake","SK","Saskatchewan",51.65,-103.5333,1123,189.4,NA,NA,NA,NA,NA,NA
"1635","Sainte-Sabine","Sainte-Sabine","QC","Quebec",45.2333,-73.0167,1120,20.3,NA,NA,NA,NA,NA,NA
"1636","Saint-Maxime-du-Mont-Louis","Saint-Maxime-du-Mont-Louis","QC","Quebec",49.2333,-65.7333,1118,4.8,NA,NA,NA,NA,NA,NA
"1637","Blanc-Sablon","Blanc-Sablon","QC","Quebec",51.4167,-57.1333,1118,4.5,NA,NA,NA,NA,NA,NA
"1638","Cobalt","Cobalt","ON","Ontario",47.4,-79.6833,1118,776,NA,NA,NA,NA,NA,NA
"1639","Gravelbourg","Gravelbourg","SK","Saskatchewan",49.874,-106.555,1116,346,NA,NA,NA,NA,NA,NA
"1640","South River","South River","ON","Ontario",45.8417,-79.375,1114,268.3,NA,NA,NA,NA,NA,NA
"1641","Hudson Bay No. 394","Hudson Bay No. 394","SK","Saskatchewan",53.0295,-102.3122,1114,0.1,NA,NA,NA,NA,NA,NA
"1642","McKellar","McKellar","ON","Ontario",45.4833,-79.85,1111,6.1,NA,NA,NA,NA,NA,NA
"1643","Frelighsburg","Frelighsburg","QC","Quebec",45.0461,-72.8106,1111,9,NA,NA,NA,NA,NA,NA
"1644","Buffalo Narrows","Buffalo Narrows","SK","Saskatchewan",55.8769,-108.5244,1110,16.2,NA,NA,NA,NA,NA,NA
"1645","Ayer’s Cliff","Ayer's Cliff","QC","Quebec",45.1667,-72.05,1109,197.9,NA,NA,NA,NA,NA,NA
"1646","Les Méchins","Les Mechins","QC","Quebec",49,-66.9833,1107,2.5,NA,NA,NA,NA,NA,NA
"1647","Sainte-Marguerite","Sainte-Marguerite","QC","Quebec",46.5167,-70.9333,1107,12.9,NA,NA,NA,NA,NA,NA
"1648","Saint-Claude","Saint-Claude","QC","Quebec",45.6667,-71.9833,1106,9.3,NA,NA,NA,NA,NA,NA
"1649","Air Ronge","Air Ronge","SK","Saskatchewan",55.0872,-105.3318,1106,184.3,NA,NA,NA,NA,NA,NA
"1650","Chipman","Chipman","NB","New Brunswick",46.171,-65.884,1104,58,NA,NA,NA,NA,NA,NA
"1651","Girardville","Girardville","QC","Quebec",49,-72.55,1100,8.9,NA,NA,NA,NA,NA,NA
"1652","Saint-Bruno-de-Guigues","Saint-Bruno-de-Guigues","QC","Quebec",47.4667,-79.4333,1100,8.8,NA,NA,NA,NA,NA,NA
"1653","Grenfell","Grenfell","SK","Saskatchewan",50.4167,-102.9167,1099,347,NA,NA,NA,NA,NA,NA
"1654","Dorchester","Dorchester","NB","New Brunswick",45.9016,-64.5161,1096,189.3,NA,NA,NA,NA,NA,NA
"1655","South Algonquin","South Algonquin","ON","Ontario",45.4967,-78.0239,1096,1.3,NA,NA,NA,NA,NA,NA
"1656","Windermere","Windermere","BC","British Columbia",50.4856,-115.9948,1092,104,NA,NA,NA,NA,NA,NA
"1657","Saint-Narcisse-de-Beaurivage","Saint-Narcisse-de-Beaurivage","QC","Quebec",46.4833,-71.2333,1091,17.6,NA,NA,NA,NA,NA,NA
"1658","Saint-René-de-Matane","Saint-Rene-de-Matane","QC","Quebec",48.7,-67.3833,1089,4.3,NA,NA,NA,NA,NA,NA
"1659","Sainte-Jeanne-d'Arc","Sainte-Jeanne-d'Arc","QC","Quebec",48.8575,-72.0939,1089,4,NA,NA,NA,NA,NA,NA
"1660","Plaisance","Plaisance","QC","Quebec",45.6167,-75.1167,1088,30.1,NA,NA,NA,NA,NA,NA
"1661","Roxton-Sud","Roxton-Sud","QC","Quebec",45.5521,-72.5265,1086,7.3,NA,NA,NA,NA,NA,NA
"1662","St. Louis No. 431","St. Louis No. 431","SK","Saskatchewan",52.8277,-105.7873,1086,1.4,NA,NA,NA,NA,NA,NA
"1663","Youbou","Youbou","BC","British Columbia",48.8562,-124.1731,1086,122.8,NA,NA,NA,NA,NA,NA
"1664","Duchess","Duchess","AB","Alberta",50.7333,-111.9,1085,553.4,NA,NA,NA,NA,NA,NA
"1665","Saint-Frédéric","Saint-Frederic","QC","Quebec",46.3,-70.9667,1085,14.9,NA,NA,NA,NA,NA,NA
"1666","Viking","Viking","AB","Alberta",53.0953,-111.7769,1083,292.5,NA,NA,NA,NA,NA,NA
"1667","Sioux Narrows-Nestor Falls","Sioux Narrows-Nestor Falls","ON","Ontario",49.4,-94.08,1082,0.5,NA,NA,NA,NA,NA,NA
"1668","Whitecourt","Whitecourt","AB","Alberta",54.1417,-115.6833,1082,386,148.57,21,135.57,37,152.89,21
"1669","Repulse Bay","Repulse Bay","NU","Nunavut",66.5628,-86.3186,1082,2.6,NA,NA,NA,NA,NA,NA
"1670","Montréal-Est","Montreal-Est","QC","Quebec",45.63,-73.52,1082,299.4,NA,NA,NA,NA,NA,NA
"1671","King","King","ON","Ontario",44.0463,-79.6044,1082,73.6,NA,NA,NA,NA,NA,NA
"1672","Regina Beach","Regina Beach","SK","Saskatchewan",50.79,-104.99,1081,462.4,NA,NA,NA,NA,NA,NA
"1673","Saint-Patrice-de-Beaurivage","Saint-Patrice-de-Beaurivage","QC","Quebec",46.4167,-71.2333,1080,12.6,NA,NA,NA,NA,NA,NA
"1674","Ootischenia","Ootischenia","BC","British Columbia",49.2916,-117.6323,1080,135.4,NA,NA,NA,NA,NA,NA
"1675","Hensall","Hensall","ON","Ontario",43.4345,-81.504,1078,569,NA,NA,NA,NA,NA,NA
"1676","Bentley","Bentley","AB","Alberta",52.4667,-114.05,1078,482.2,NA,NA,NA,NA,NA,NA
"1677","Durham","Durham","NB","New Brunswick",47.7631,-66.0849,1076,2.6,NA,NA,NA,NA,NA,NA
"1678","Sainte-Marthe","Sainte-Marthe","QC","Quebec",45.4,-74.3,1075,13.5,NA,NA,NA,NA,NA,NA
"1679","Notre-Dame-du-Nord","Notre-Dame-du-Nord","QC","Quebec",47.6,-79.4833,1075,14.3,NA,NA,NA,NA,NA,NA
"1680","Pinehouse","Pinehouse","SK","Saskatchewan",55.5136,-106.5986,1074,142.9,NA,NA,NA,NA,NA,NA
